course_title,course_code,university,country,source_url,academic_year,semester,semester_normalized,study_level,credits,credit_system,ects_credits,aims,course_content,learning_outcomes,assessment_methods,literature
Accounting and Financial Information,ACCT102,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT102&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,Students will develop an understanding of the structure and functions of general purpose financial reports from a reader's perspective. They will be introduced to current non-financial reporting issues such as the challenge of sustainability within business and society. Students will gain an introductory understanding of management accounting and business finance.,,"The broad objectives of the course are that students will demonstrate an understanding of: 1) the structure and functions of general purpose financial reports from a reader’s perspective 2) management accounting techniques, including cost accounting, cost volume profit calculations, and budgeting and control 3) business finance techniques, including the time value of money, risk and return, project evaluation and the cost of capital This course is open to all students who have been admitted to the university: there are no pre-requisites",Tutorial participation (20%) Online quizzes (10%) Term Test One (20%) Term Test Two (20%) Final Exam (30%),"Textbooks / Resources Required Texts Atrill, Peter; ACCT102 accounting and financial infomation ; 4th edition; Pearson."
Accounting and Taxation: An Introduction,ACCT103,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT103&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"The course introduces taxation and accounting in the context of service, retail, manufacturing, tourism, farming and construction businesses. It includes the rudiments of bookkeeping and the preparation of reports about cash flows, profits and accumulating capital and wealth. It caters for accounting and taxation majors, and for entrepreneurially-minded students contemplating running their own businesses.",,"By the end of this course the student should be able to: 1. Explain and apply accounting concepts and principles for general purpose financial reporting. 2. Explain and apply taxation concepts including taxable entities, income and capital. 3. Explain and apply the double entry system of bookkeeping. 4. Apply accounting software to record and analyse financial transactions. 5. Prepare cost and management control reports for organisations.",Learning Reflections (15%) MYOB Project (20%) Test (25%) Final Exam (40%),"Textbooks / Resources Required Texts Shirley Carlon; Accounting: reporting, analysis and decision making ; 8th; John Wiley & Sons Australia Ltd, 2026."
Legal Structures and Foundations of Business,ACCT156,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT156&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"A strong understanding of legal principles is essential for success in any business environment. This course provides a foundational knowledge of the legal structures and rules that regulate business and society in New Zealand, equipping students with the ability to navigate legal challenges in their professional careers. Beyond acquiring legal knowledge, students will develop critical analytical skills, learning to apply legal rules and principles to complex business scenarios, interpret case law and legislation and support well-reasoned conclusions. Whether pursuing careers as directors, managers, employees, contractors or business owners, students will gain essential legal insights that enhance decision-making, mitigate risk and ensure compliance with regulatory frameworks.",,,Term Test (35%) Final Exam (45%) Research Assignment (15%) Tutorial Attendance (5%),
Financial Accounting,ACCT211,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT211&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,The course develops further understanding of financial accounting issues for companies and other entities in their New Zealand and international context. Topics include: the NZ regulatory environment; profit determination; presentation of financial statements including group accounts; current issues in financial accounting.,,,,"Textbooks / Resources Required Texts Deegan, Craig; Financial Accounting ; 9th edition; McGraw Hill, 2020."
Management Accounting,ACCT222,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT222&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,An introduction to contemporary management accounting theory and practice. Topics include: planning and budgeting; cost management; decision-making; performance measurement and evaluation; and strategic management accounting.,,"By the end of the ACCT 222 course it is expected that students will be able to: a) discuss the nature and role of management accounting in organisations b) calculate the cost of products and services using various costing techniques c) discuss the nature and purpose of alternative costing techniques for products and services d) develop budgets and evaluate their purpose and uses, including behavioural implications e) calculate and explain budget and standard cost variances f) make non-routine decisions supported by both financial calculations and evaluation of non-financial issues g) discuss how an organisationâ€™s strategy influences its plans, controls and actions h) calculate and analyse the performance of organisations using financial, non-financial and qualitative measures i) convey their views, analysis and recommendations to others using oral and written forms of communication",Homework (20%) Tutorial Participation (9%) Term Test (35%) Final Exam (36%),"Textbooks / Resources Required Texts Eldenburg, Leslie; Management Accounting ; Fifth Edition; John Wiley & Sons Australia Ltd. This is available as an interactive online textbook. You are able to purchase it on the Wiley Direct website Wiley Direct Note that the website prices are in Australian dollars. If you prefer a printed copy of the textbook, you can purchase it from the University Bookshop. The printed copy comes with an access code so you can also download and access the eBook."
Law of Business Contracts,ACCT252,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT252&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,This course considers the general principles of contract law and the concepts of consumer law.,,"By the end of this course it is expected that the student will be able to: 1. Acquire knowledge and understanding of the foundation elements of contract law. 2. Demonstrate the ability to use analytical thinking and problem-solving skills to address contract problems. 3. Communicate effectively both orally and in written form. 4. Develop an appreciation of the importance of contract law in a professional environment. 5. Critically evaluate particular areas of contract law, draw conclusions as to their effectiveness and fairness and consider whether reform is desirable.",Term Test (40%) Final Exam (60%),"Textbooks / Resources Required Texts Feehily, Ronan; Tiong, Raymond; An Introduction to the Law of Contract in New Zealand ; 7th; Thomson Reuters New Zealand Ltd, 2024. You will also need a copy of: The Contract and Commercial Law Act 2017, available at https://www.legislation.govt.nz/act/public/2017/0005/21.0/dlm6844033.html"
Taxation,ACCT254,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT254&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"The general principles of taxation. Topics include: principles of residence and source, the taxation of income from employment, personal property sales, deductions, depreciation, leases and trading stock and the dispute resolution process. The course will provide a working knowledge of income tax, GST, and FBT.",,"The objectives of the course are: 1. Demonstrate a general understanding of the Inland Revenue and an introduction to the tax investigations process; 2. Demonstrate an understanding of the principles of residence and source; 3. Determine the appropriate tax treatment of various income receipts and deductions; 4. Demonstrate an understanding of both the Fringe Benefit Tax and Goods and Services Tax regimes; 5. Demonstrate an understanding of the tax treatment of partnerships and trusts; 6. Demonstrate an understanding of depreciation, leases and trading stock from a tax perspective; 7. Demonstrate an understanding of the dispute resolution process.",Tutorial submissions (10%) Term Test (40%) Final Exam (50%),"Textbooks / Resources Required texts are: Thomson Reuters New Zealand Taxation 2026: Principles, Cases and Questions. Thomson Reuters New Zealand Taxation 2026 Legislation Handbook. Additional Resources are: CCH New Zealand Master Tax Guide Inland Revenue websites: www.ird.govt.nz; http://taxpolicy.ird.govt.nz/ (Policy Advice Division) Legislation: www.legislation.govt.nz Thomson Reuters New Zealand Taxation 2025 Casebook"
Law of Business Organisations,ACCT256,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT256&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course considers aspects of the law relating to companies, partnerships and other trading structures and provides an introduction to personal and corporate insolvency law.",,"The objectives of the course are: 1. Acquire knowledge and understanding of the foundation elements of the law relating to business structures, corporate insolvency and corporate governance. 2. Demonstrate the ability to use analytical thinking and problem-solving skills to address problems in these areas. 3. Communicate effectively both orally and in written form. 4. Develop an appreciation of the importance of these areas of law in a professional environment. 5. Critically evaluate particular areas of the present law and consider whether reform is desirable.",Term Test (35%) Group Assignment (10%) Final Exam (55%),"Textbooks / Resources Required Texts Barrett, Jonathan; Understanding company law ; 5th; LexisNexis, 2025."
Advanced Financial Accounting,ACCT312,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT312&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"Develops advanced understanding and abilities in aspects of financial accounting, including financial instruments, tax effect accounting and foreign exchange.",,,Reading quizzes (10%) Workshop preparation (10%) Assignment (15%) Mid-semester test (20%) Final Exam (45%),"Textbooks / Resources Required Texts Deegan, Craig; Financial Accounting ; 9th edition; McGraw Hill Education (Australia) Pty Ltd, 2019."
Public Management and Governance,ACCT316,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT316&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course empowers students to explore questions and issues arising in Aotearoa New Zealand and further afield as managers and governors of public service organisations go about their business in the dynamic and fast-paced contemporary environment. The course examines how public services are governed and managed locally, nationally and internationally, bringing in such challenges as achieving consensus among publics with differing politics and competing interests, making the most of scarce resources, fulfilling social, cultural, economic, environmental and political responsibilities and persuading people to fund services through higher taxation.",,"Having engaged in learning during the course, students will be able to exemplify and discuss with some critical awareness: * The nature and scope of public management and governance in several service and institutional contexts, including how management accounting and managerial finance figure in the contexts in question * Relevant practices (e.g. governance, planning and budgeting, performance measurement and management, transparency and accountability, evaluation, costing and pricing of services, the sharing of funding between service users and specific and general taxes) in such contexts * Skills inherent in group working and group project outcomes (including communicating, negotiating, coordinating, presenting, other inter-personal skills entailed in administrative and governance practice), and questioning and evaluating the work of other individuals and groups",Learning Blogs (five @ 6% each) (30%) Team Assessment (24%) Learning Reflection (6%) Final Exam (40%),
Advanced Management Accounting,ACCT332,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT332&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"Develops advanced understanding of the application of management accounting to complex problems. Explores issues in strategic management, costing systems, control systems and performance management. Builds communication, critical thinking and managerial skills.",,,,"Textbooks / Resources Required Texts Eldenburg, Leslie; Management accounting ; Fourth edition; John Wiley & Sons Australia, Ltd, 2020."
Social and Environmental Reporting,ACCT340,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT340&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,A study of forms of non-financial accounting; possibilities and limitations; philosophies behind different accounts - especially sustainability accounts and intellectual capital statements; reasons for non-financial accounting; problems such accounts can contribute to solve.,,"The outcomes of the course are: 1. Critically evaluate and understand sustainability accounting and reporting practices, and formulate justified responses to organisational challenges, including theoretical aspects. 2. Conduct a high-level analysis and interpretation of corporate sustainability reporting. 3. Demonstrate an understanding of the latest New Zealand and International sustainability reporting initiatives, guidelines, and standards. 4. Understand the implications of sustainability reporting for diverse stakeholder groups and critically assess its impact in organisational contexts. 5. Develop and apply best practice principles of sustainability accounting and reporting, with reference to current guidelines. 6. Demonstrate an awareness of current and emerging issues in existing sustainability accounting practices, particularly regarding the United Nations Sustainable Development Goals, Integrated Reporting/Thinking, and evolving Sustainability Reporting Standards.",Report Analysis (40%) Climate Report Analysis (20%) Oral Presentations (20%) Self-reflections (10%) Attendance & Participation (10%),
Public Accounting and Finance,ACCT341,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT341&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course empowers students to explore such fundamental questions and issues as what governments, central and local, do do and should do with the hundreds of billions of dollars they levy and borrow from or charge you and everyone else paying taxes or using services in Aotearoa New Zealand, not to mention other sovereign states. Besides that, the course examines the roles and practices of accounting and finance among political, official and professional persons involved in governmental organisations in such policy areas as education, health and welfare, conservation, security, and institutional, material, economic and social infrastructure.",,,Team Assessment (24%) Learning Blog Contributions (30%) Learning Reflection after the final class (6%) Final Exam (40%),
Auditing,ACCT346,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT346&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,The need for and the nature of auditing; knowledge base about audit theory and method; skills needed for the practice of auditing; issues confronting the auditing profession.,,"An essential part of the performance of an audit is the exercise of judgement. The development of judgement in auditing emerges from participation and experience, for which this course is not a substitute. However, students should aim to be able to apply the information learnt and to be able to develop a solution to factual auditing problems. The specific objectives of the course are to: 1. Demonstrate an understanding of the nature, purpose, and context of external audits, including theory, current issues, and other factors that influence auditing. 2. Demonstrate an understanding of an auditorâ€™s professional, legal, and ethical responsibilities; and to analyse and report on case situations. 3. Demonstrate an understanding of key aspects of the audit process and be able to apply critical thinking and professional judgment to related case scenarios, including identifying audit risk, preparing components of an audit plan, evaluating internal control systems, preparing audit reports for various audit outcomes, interpreting and explaining different types of audit report, and applying auditing and assurance standards.",Tutorial Quizzes (5%) Project (15%) Test (25%) Final Exam (55%),"Textbooks / Resources Required Texts Leung, Coram, Cooper, Redgen, Canestrari-Soh; Audit and Assurance ; 2nd; Wiley, 2023. Recommended Reading Pratt, Michael J. , Van Peursem, Karen, Van Peursem, Karen; Auditing : theory and practice in New Zealand ; 7th edition; [publisher not identified], 2017."
Special Topic: Indigenous Perspectives on Accounting and Accountability,ACCT347,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT347&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"Accounting and accountability techniques have been implicated in colonialism in Aotearoa New Zealand and abroad. But it does not have to be that way. Indigenous peoples can both harness existing perspectives, and offer alternatives to accounting and accountability. This course is an opportunity for students to engage with Maori, Pacific and Indigenous knowledge as it relates to accounting and accountability locally, nationally, and globally across diverse Indigenous experiences. Students will build capacity to apply, critique and reflect on Indigenous accounting and accountability theory and practice, to advance competence and confidence and contribute to their career and/or communities in critically constructive ways. This course involves the active transformation of teaching and learning spaces and practices to enhance the learning experience of Indigenous and allied students.",,"After successful completion of this course, you will be able to: 1. Understand historical and political factors which have shaped the relationship between Māori, Pacific, and other Indigenous peoples and accounting. 2. Apply critical and social theories to understand the social impacts of accounting practices. 3. Develop accounting strategies that facilitate and empower the growth of sustainable indigenous businesses and organisations. 4. Develop advanced knowledge of the significance of accounting in Māori, Pacific or other indigenous organisations through interactions with accounting practitioners and industry leaders. 5. Engage with community partners to address real problems, propose real solutions, and imagine Indigenous alternatives.",Individual oral assessment (30%) Case study of an Indigenous business or project (50%) Active participation in 10/12 weekly workshops (10%) Reflective journals weeks 3 and 12 (10%),
Advanced Auditing,ACCT356,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT356&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"A study of advanced topics and contemporary issues in auditing, such as audit data analytics, fraud auditing, and the roles of professional judgement and scepticism.",,,Test (15%) Tutorial Participation (5%) Group Assignment (15%) Tableau and IDEA assignments (10%) Fraud Audit and Data Analytics Project (20%) Final Exam (35%),"Textbooks / Resources Required Texts Leung, Philomena et al; Audit and assurance ; First edition; John Wiley & Sons Australia, 2019."
Advanced Taxation,ACCT358,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT358&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course considers the interpretation of legislation; tax planning, tax avoidance and tax evasion; tax investigations and dispute resolution; tax penalties; ethics; international taxation; and company taxation.",,The objectives of the course are: Critically evaluate whether a particular arrangement or transaction constitutes tax avoidance (and the application of the General Anti-Avoidance Rule or GAAR); Demonstrate an understanding of ethical issues; Demonstrate an understanding of issues of international taxation; Demonstrate an understanding of the taxation issues related to companies; Outline the Commissioner of Inland Revenueâ€™s key information gathering powers in investigations; and Determine appropriate penalties applicable to a tax shortfall.,Assignment (20%) Term Test (30%) Final Exam (50%),"Textbooks / Resources Required: CCH, Income Tax Legislation, 2025 or 2026; or Thomson Reuters, Taxation Legislation Handbook 2025 or 2026 (your legislation needs to have the Income Tax Act 2007). CCH, Foundations of New Zealand Taxation Law 2023; or Thomson Reuters New Zealand Taxation 2025 or 2026."
Further Issues in Advanced Taxation,ACCT359,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT359&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,This course includes consideration of tax compliance; business and tax ethics; tax policy; international taxation; and an introduction to the charities sector (and other taxation issues) in New Zealand.,,,Assignment (20%) Mid-Term Test (30%) Final Exam (50%),
Accounting Internship,ACCT390,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ACCT390&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,An accounting internship involving real world work experience that enables the (further) development and application of knowledge and/or expertise in accounting related subjects; problem solving; reflection; synthesis; and communication skills.,,"Students who complete the internship course will achieve the following outcomes: 1. Develop a proposal for the internship. 2. Complete the internship to a standard that would be acceptable in industry. 3. Reflect on the knowledge and skills that were needed to complete the internship, including: (a) how they were developed during the internship, and (b) how they relate to other papers completed. 4. Present the findings from the internship (including deliverables and learning) in two different forms (Reflection of Learning Report and Final Presentation).",Proposal (15%) Final Presentation (20%) Project Deliverables (25%) Report (40%),Textbooks / Resources There is no required text book for the course.
Applied Industry Practice,BSNS390,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=BSNS390&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"Apply your academic learning in a real-world professional setting through a supported internship experience that builds your confidence, skills, and career readiness. You'll gain hands-on industry insight, strengthen your communication and problem-solving abilities, and reflect critically on your development as an emerging professional. You will engage directly with real organisations and authentic problems, allowing you to apply theoretical knowledge in practice. This approach strengthens employability, deepens industry-relevant competencies. It also fosters reciprocal benefits, as industry partners gain fresh insights and solutions while contributing to the development of future talent.",,,Reflective Journal (45%) Evaluation (20%) Presentation (35%),
Working in a Digital World,COSC101,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=COSC101&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course provides students with an understanding of how the digital world is engineered, and exposes them to a range of tools commonly used by knowledge workers. Students will learn to critically evaluate systems from both a technical and human point of view.",,"1. Critically evaluate interfaces and explain digital systems beyond ""screen essentialism"" [WA2] 2. Analyse digital systems and their role in society [WA6] 3. Use digital systems efficiently and effectively [WA2] 4. Discuss the impact of a digital system on society, including ethical and privacy considerations, and the impact of digital systems in Aotearoa New Zealand as a bicultural society [WA6, WA7, WA8] 5. Use AI systems effectively [WA5, WA8] 6. Explain the basic mechanisms and processes used in AI systems [WA1]",Lab Quizzes (15%) Assignment (7%) Assignment 2 (8%) Mid Semester Test (20%) Final Exam (50%),"Textbooks / Resources - There is no formal recommended textbook, as we will use online resources and material supplied through Learn."
Introduction to Computer Programming,COSC121,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=COSC121&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"An introduction to imperative computer programming using Python. Topics include: expressions, assignment, selection and iteration, structured data (lists, dictionaries, tuples, arrays), functional decomposition, file processing, using library code, and an introduction to object-oriented programming.",,"1. Use Python data structures and flow control constructs and their applications [WA1] 2. Apply the Python language to design, implement and test programs that solve simple problems in science and engineering [WA1] 3. Reduce complexity through the (re)structuring of code [WA1] 4. Use the NumPy numerical library to perform a range of numerical calculations and to use the Matplotlib library to plot graphs [WA1] 5. Apply Object-Oriented Programming (OOP) in Python at a basic level [WA1]",Learning Modules (11%) Self Assessment Quizz (4%) Assignment 1 (5%) Assignment 2 (5%) Mid-Course Test (20%) Final Exam (55%),"Textbooks / Resources There is no prescribed textbook for the course, as the lecture notes, videos and learning modules should be sufficient for most students. However, those wanting extra reading might wish to consider some of the recommended reading given on the course's Learn site. The software used in the course is free and is available on all course laboratory computers. It can be installed on nearly all reasonably modern home computers except Chromebooks."
Introduction to Computer Science,COSC122,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=COSC122&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"An introduction to Computer Science, including algorithms, complexity and data structures.",,"1. Analyse algorithms and estimate their worst-case and average-case behaviour (in simple cases) including the application of asymptotic complexity (""big-O"" notation) [WA1, WA2, WA7] 2. Discuss how the algorithm and data structure used to solve a problem will be the main factor in how quickly it is solved across a range of areas of computer science [WA1, WA5] 3. Analyse general algorithmic problem types, particularly in sorting, searching, and graph algorithms [WA1, WA2] 4. Choose and justify the choice of common data structures (linked lists, stacks, queues, hash tables, trees, priority queues, graphs) [WA1, WA2, WA3] 5. Implement and empirically compare fundamental algorithms and data structures for practical problems [WA1, WA3, WA7]",,Textbooks / Resources This can be bought as a physical book and is also available online at no charge at: https://runestone.academy/ns/books/published/pythonds/index.html .
Introduction to Programming for Engineers,COSC131,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=COSC131&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"Computer programming in a high-level language with special emphasis on numerical computation. This course is required for engineering and is an alternative to COSC121 as a prerequisite for COSC122 and all 200 level COSC and SENG courses. COSC131 teaches the fundamentals of computer programming using the Python language and can be taken by students who have no previous programming background. Topics include expressions, assignment, selection and iteration, structured data (lists, dictionaries, tuples, arrays), functional decomposition, file processing, numerical computation with numpy, graph plotting with matplotlib and an introduction to object-oriented programming.",,"1. Use Python data structures and flow control constructs and their applications [WA1] 2. Apply the Python language to design, implement and test programs that solve simple problems in science and engineering [WA1] 3. Reduce complexity through the (re)structuring of code [WA1] 4. Use the NumPy numerical library to perform a range of numerical calculations and to use the Matplotlib library to plot graphs [WA1] 5. Apply Object-Oriented Programming (OOP) in Python at a basic level [WA1]",Learning Modules (11%) Self-Assessment Quiz (4%) Assignment 1 (5%) Assignment 2 (5%) Test (20%) Final Exam (55%),"Textbooks / Resources There is no prescribed textbook for the course, as the lecture notes, videos and learning modules should be sufficient for most students. However, those wanting extra reading might wish to consider some of the recommended reading given on the course's Learn site. The software used in the course is free and is available on all course laboratory computers. It can be installed on nearly all reasonably modern home computers except Chromebooks."
Turing: From the Computer Revolution to the Philosophy of AI,COSC260,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=COSC260&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course is about Alan Turing, the logical and philosophical foundations of computing, and the philosophy of Artificial Intelligence. It is equally suitable for Arts, Science, Engineering, and Law students.",,"Why should computer scientists study philosophy? This course will give you an understanding of the bigger conceptual, ethical, and historical picture in which computer programming occurs—as well as an interdisciplinary perspective on computer science. Moreover, today’s employers expect computer scientists to have the skills taught in subjects like Philosophy: critical reasoning, writing and analysing text reports, and thinking outside the box. Why should philosophers study the philosophy of computing? This field, now widely studied internationally, is one of the most interesting 21st century developments in philosophy, with courses at most leading overseas institutions. Turing started a fascinating area of modern philosophy. In this course you will: Learn in detail about Turing’s contributions to philosophy and computer science Acquire a detailed knowledge of selected core topics in the philosophy of computing Enhance your ability to think independently, systematically, and creatively Improve your verbal skills and analytic reasoning skills",,"Textbooks / Resources Jack Copeland et al., The Turing Guide (Oxford University Press, 2017). Copies are available in the University (UBS) Bookshop; the Central Library has an electronic copy, and there will also be a hard copy on 3-hour loan in the High Demand collection. Core readings for weeks 7-12 will all be available in Learn."
Formal Languages and Compilers,COSC261,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=COSC261&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course deals with fundamental concepts and techniques in computer science. It covers automata, formal languages, compilers, computability and complexity theory.",,"1. Differentiate formal languages at the various levels of the Chomsky hierarchy [WA1, WA2] 2. Apply conversions between languages, automata, regular expressions and grammars [WA1, WA3] 3. Use a range of techniques to generate automata and grammars for unfamiliar languages [WA1, WA3] 4. Change a compiler to analyse new program constructs and synthesize code [WA5] 5. Classify undecidable, inefficiently decidable and efficiently decidable problems [WA1, WA2]",Quizzes (10%) Assignment Superquiz (10%) Test (25%) Final Exam (55%),"Textbooks / Resources No textbooks are required, but see the following book for additional information: - Carol Critchlow and David Eck; Foundations of Computation; version 2.3.2, 2011, available here More advanced or comprehensive books are: - Michael Sipser; Introduction to the Theory of Computation; third edition, Cengage Learning, 2013 - John Hopcroft, Rajeev Motwani and Jeffrey Ullman; Introduction to Automata Theory, Languages and Computation; Pearson, 2006 - Dexter Kozen; Automata and Computability; Springer, 1997 - Reinhard Wilhelm and Dieter Maurer; Compiler Design; Addison-Wesley, 1995 - Niklaus Wirth; Compiler Construction; Addison-Wesley, 1996 - Alfred Aho, Monica Lam, Ravi Sethi and Jeffrey Ullman; Compilers: Principles, Techniques, and Tools; second edition, Pearson, 2007"
Algorithms,COSC262,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=COSC262&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,This course teaches a range of fundamental algorithms and analyses their properties and behaviour.,,"1. Analyse the behaviour of algorithms, their correctness, and their complexity [WA1] 2. Implement algorithm design paradigms, such as divide and conquer and dynamic programming [WA1, WA2, WA3] 3. Implement a variety of classical algorithms across domains including graphs and computational geometry [WA1, WA2, WA3] 4. Identify an appropriate algorithm for a given problem and implement a solution [WA1, WA2, WA3]",Weekly online quizzes (16.5%) Assignment1 (2.5%) Assignment 2 (2.5%) Lab test (20%) Final Exam (58.5%),"Textbooks / Resources Recommended Reading: - Steven S. Skiena, The Algorithm Design Manual, Springer, 2nd Ed., 2008. - Cormen, Leiserson, Rivest, and Stein, Introduction to Algorithms, 3rd Ed., The MIT Press, 2009 - Goodrich and Tamassia, Data Structures and Algorithms in Python, John Wiley & Sons, 2013."
Introduction to Computer Networks and the Internet,COSC264,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=COSC264&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course covers principles of theory and practice of computer networks and the Internet, and it studies important Internet technologies and protocols, including: Ethernet / Local Area Networks, TCP/IP, Routing, and HTTP.",,"1. Discuss fundamental design principles of data networks [WA1] 2. Discuss selected data transmission and local area network technologies [WA1] 3. Apply the Internet architecture and protocols, including routing and transport protocols [WA1, WA2, WA3] 4. Analyse the fundamentals of web-based applications and web / socket programming [WA1] 5. Design, implement and test simple networked applications using sockets [WA1, WA2, WA3, WA5]",Lab Quizzes (16%) Term One Super Quiz (7%) Mid-term Test (30%) Term One Assignment (10%) Term Two Super Quiz (7%) Final Exam (30%),"Textbooks / Resources There is no single book on which the course is based. Some useful references include: - William Stallings. Data and Computer Communications. Pearson, tenth edition, 2013. - Andrew S. Tanenbaum, Nick Feamster and David Wetherall. Computer Networks. Prentice-Hall, Englewood Cliffs, New Jersey, sixth edition, 2021. - Robert G. Gallager. Principles of Digital Communication. Cambridge University Press, Cambridge, UK, 2008. (Focuses on physical layer only, requires some mathematical maturity.) - Sergio Benedetto and Ezio Biglieri. Principles of Digital Transmission – With Wireless Applications. Kluwer Academic / Plenum Publishers, New York, 1999. - James F. Kurose and Keith W. Ross. Computer Networking: A Top-Down Approach. Pearson, eighth edition, 2021. The COSC264 lecture notes and all additional material will be available via Learn."
