course_title,course_code,university,country,source_url,academic_year,semester,semester_normalized,study_level,credits,credit_system,ects_credits,aims,course_content,learning_outcomes,assessment_methods,literature
Statistics 1,DIGI103,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=DIGI103&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"An introduction to the ideas, techniques and applications of statistics and probability.",,,,
Introduction to Microeconomics,ECON104,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON104&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"Scarcity, exchange and trade. Market analysis and policy. Consumer choice theory. Theory of the firm. Imperfect competition. Externalities and public goods.",,"1. Students will be able to 'think like an economist', and apply basic economic principles such as the role incentives play in people's behaviour. 2. Students will understand the concept of market efficiency, and will be able to analyse the impact of government policies. 3. Students will be able to identify and evaluate occasions when markets function best without direct government involvement. 4. Students will be able to identify and evaluate occasions when markets left on their own are unlikely to result in the best outcomes, and discuss the role of government in these markets. 5. Students will be able to use the theories of economics to describe and explain the behaviour of people and firms.",Tutorial Attendance & Participation (10%) Online Progress Test One (5%) On-Campus Term Test One (25%) Online Progress Test Two (5%) On-Campus Term Test Two (25%) Final Exam (30%),"Textbooks / Resources Recommended Reading Parkin, M., & Bade, R; Microeconomics ; Pearson, Australia, 2016. Some very readable books which give a very good introduction to the key ideas in economics include: ""New Ideas from Dead Economists"" by Todd Buchholz ""The Undercover Economist"" by Tim Harford ""Freakonomics"" by Steven Levitt & Stephen Dubner"
Introduction to Macroeconomics,ECON105,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON105&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course introduces students to the macro economy and how it evolved to where it is today. We examine economic variables and how rises and falls in these variables affect people and businesses. We investigate how government policies, decisions by households and firms, and changes in the world economy affect inflation, exchange rates, interest rates, unemployment, growth, poverty and inequality and other economic outcomes we care about.",,The objectives of the course are that you are able to: 1. Demonstrate an understanding of the contemporary world economy and how it differs from past periods of time. 2. Discuss the measurement of economic variables and how rises and falls in these variables impact on people and the UN SDGs . 3. Explain the reasons for and consequences of Reserve Bank actions. 4. Identify and explain changes in policy settings and analyse the effects of policy changes on economic outcomes that matter to people.,Assignment (15%) Tutorials (15%) Term test (20%) Final Exam (50%),Textbooks / Resources There is no prescribed text for this course. Instead the videos available at Marginal Revolution University (MRU) will act as your textbook.
Intermediate Macroeconomics,ECON206,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON206&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"ECON 206 provides an understanding of fluctuations of aggregate activity, the growth of a country’s standard of living, and how government choices affect these things. We study how people's and firms' decisions about consumption, saving, and investment affect their welfare and wealth, a country’s exports and capital flows, and the values of interest and exchange rates. We look at the role of money, inflation, credit, and the financial system in the economy. We use the aggregate demand and supply model to understand why the economy fluctuates and what it means for people's employment and income. Then we see if the government can stop or mitigate the effects of the fluctuations. Finally, we look at how we can improve our standard of living through economic growth.",,,Report (20%) Problem sets (10%) Quizzes (10%) Mid-semester Test (30%) Final Exam (30%),
Intermediate Microeconomics - Households and Government,ECON207,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON207&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"ECON 207 is one of two intermediate microeconomics courses which build on the concepts learned in ECON 104. Concepts will be taught with a graphical and/or simple algebraic approach. Most of the first term is spent using the consumer behaviour model to explain optimal consumer decision making with different types of goods. Consumer decision making under risk and uncertainty is also examined. Term two is spent examining what happens when people and businesses are imperfectly informed about their transactions, or about each other. Externalities and public goods are also investigated.",,"On completion of ECON207 , students will be able to: 1. Use consumer theory to understand consumer decision making. 2. Explain the different reasons for market failure. 3. Understand risk, uncertainty and information asymmetry as it applies to markets. 4. Understand the first and second welfare theorems.",Final exam (49%) Problem Sets (10%) Online content quizzes (10%) Online reading quizzes (6%) Term test (25%),
Intermediate Microeconomics - Firms and Markets,ECON208,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON208&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"ECON208 is one of two intermediate microeconomics courses which build on the concepts learned in ECON104. The initial topic is analysing the decision making of perfectly competitive businesses. Specifically, how production processes and the price of inputs influence the output decisions of businesses. All other topics look at what happens when perfect competition fails to hold. The focus is on people and businesses acting strategically and what happens when businesses exploit market power.",,,Problem sets (15%) Essay (25%) Final exam (35%) Test (25%),
Introduction to Econometrics,ECON213,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON213&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course teaches basic skills in econometrics, which is the statistical analysis of economic data. The emphasis in this class is on doing! Over the course of the semester, you will learn how to (i) develop a regression model, (ii) estimate it, and (iii) interpret it. General topics that we will cover include OLS regression, prediction, dummy variables, model specification, model selection, hypothesis testing, robust standard errors, endogeneity, qualitative choice models (logit and probit), simulations, and Directed Acyclic Graphs (DAGs). You will gain much hands-on experience estimating statistical models using the programming language R, a widely used, free software environment for statistical computing. One hour each week is devoted to learning the mathematical foundation for econometrics that will equip you to go on to do further coursework in econometrics.",,"- Create and interpret regression models to explain relationships between economic variables using appropriate econometric techniques. - Evaluate key model assumptions and validity, and formulate and test hypotheses related to regression coefficients to assess model reliability. - Use R and AI-assisted tools to write, execute, and interpret code for estimating and analysing regression models.",Quizzes (15%) Team Projects (10%) Term Test (35%) Final Exam (40%),
International Trade,ECON222,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON222&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"Microeconomic analysis of international trade, trade policy, the welfare implications of trade and trade policy. The political economy of trade liberalisation.",,"The broad objectives for the course are as follows: 1. Be able to discuss the key post-WWII trends and institutions in international trade, as well as the past and present trade policy of New Zealand and its key export and import goods and markets. 2. Be able to use the Ricardian and the Heckscher-Ohlin models to analyse trade patterns, the effects of trade on consumption, production and the welfare of the different interest groups and the countries as a whole. 3. Be able to use basic New Trade Theory models to analyse intra-industry trade and to understand the rationale of infant industry protection. 4. Be able to define and analyse the welfare effects of the most important trade policy instruments as well as regional free trade areas.",,
Environmental Economics,ECON225,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON225&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"Economic theory and tools will be applied to the study of the environment and policy. In particular this course will examine how economists look for least cost ways of achieving environmental objectives even if those objectives are not set according to cost benefit analysis. This course will examine how market, incentive based regulatory mechanisms affect environmental outcomes and how the economy and the environment interact.",,"The objectives of the course are that by its end, students will be able to demonstrate: - An understanding of how market, incentive based and regulatory mechanisms affect environmental outcomes; - How marginal analysis is applied to environmental issues; - How cost benefit analysis can be extended to value unpriced environmental amenities; - Current economic contributions to the climate change challenge; - An understanding of the interaction between international trade and the environment.",Assignment 1 (5%) Assignment 2 (5%) Aissgnment 3 (5%) Assignment 4 (5%) Mid-term Test (30%) Final Exam (50%),"Textbooks / Resources Required Texts Hanley, N. H., Shogren, J. F., & White, B; Introduction to Environmental Economics ; 3rd; Oxford University Press, 2019."
"Economic Analysis of ""Big Data""",ECON314,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON314&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"With the decrease of the cost of storing data, both the size and the variety of available data has increased dramatically. In this course, we will discuss how such 'big data', and the 'artificial intelligence' that may result from it, is affecting both the economy itself and how the economy can be analysed. We will analyse the impact of big data and artificial intelligence on the economy through various examples of how businesses and governments can benefit from big data and artificial intelligence, but also of how big data and artificial intelligence can be abused by them. We also discuss how big data and artificial intelligence has created new ways to analyse the economy, by providing new ways to collect data (for example, web scraping) and by creating new types of data (for example, Google Trend/Correlate data, Text data and Image data) that can be used to analyse the economy.",,,,
Microeconomic Analysis,ECON321,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON321&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course follows on from the Intermediate Microeconomics sequence taught at stage 2. The primary focus is on applying fundamental mathematical tools and techniques for modelling standard microeconomics problems involving consumers, producers and markets. Techniques in both algebra and calculus will be used. The main objective is to show students how a selection of standard microeconomics problems can be modelled in terms of constrained optimisation, solving those problems, and above all, analysing the solutions.",,"The objectives of the course are: 1. To critically evaluate and, where applicable, apply economic and mathematical techniques to topics/issues within economic theory. 2. To develop key skills and attributes for problem solving sought by employers that can be used in a range of applications.",Assignments (20%) Final Exam (50%) Term test (30%),"Textbooks / Resources Recommended reference books: Intermediate Microeconomics: A modern approach, by Hal Varian (published by Norton). Mathematics for Economics (3rd edition), by M. Hoy, J. Livernois, C. McKenna, R. Rees and T. Stengos (published by MIT Press, 2011)."
Time Series Methods,ECON323,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON323&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,Analysis of sequentially collected data including data modelling and forecasting techniques.,,,,
Econometrics,ECON324,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON324&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course teaches advanced skills in practical econometrics. Our coverage will include the following topics: OLS, FGLS, robust standard errors, panel data, Stata programming, writing .do files, Monte Carlo experiments, bootstrapping, model selection, and exercises in data cleaning. While the course will present some theory, the emphasis in this class is on doing. A distinctive characteristic of the class is that we will illustrate key concepts using computer simulations so that students can ""see"" the practical consequences of the issues they are studying.",,"In this course you will learn: - How to use Stata - How to estimate linear relationships using OLS and FGLS estimators - How to interpret regression output - How to test linear hypotheses about regression coefficients, and know how to interpret those tests - The consequences of “nonspherical errors” (heteroskedasticity, serial correlation, and cross-sectional correlation) and estimation procedures for dealing with these problems - The problems caused by endogeneity and some methodologies for dealing with this problem - Some of the opportunities and challenges offered by panel data - A wide variety of panel data estimators including fixed effects, random effects, and multi-level models - Bootstrapping of standard errors - Data cleaning - Dasics of computer programming",Weekly Assignments (10%) Term Test (35%) Final Exam (45%) Group Presentation (10%),"Textbooks / Resources Required Texts Jeffrey Wooldridge; Introductory Econometrics: A Modern Approach ; 7th; Cengage Learning, 2020."
Advanced Macroeconomics,ECON325,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON325&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"ECON325 studies the economy as a whole to understand the two main areas of macroeconomics: long-run growth in the standard of living and the general level of prices, and short-run fluctuations in employment and output. The course gives particular attention to the mathematical techniques that economists use to study these areas and the microeconomic foundations that underpin much of macroeconomic analysis.",,"The objectives of the course are: 1. To obtain a thorough and complete understanding of national economic accounts. 2. To be able to construct and interpret price indexes and their role in measuring inflation. 3. To learn about the micro-foundations of modern macroeconomics. 4. To solve consumer problems using the Lagrange method. 5. To understand how banks create money and banks interact with the central bank 6. To understand how interest rates are determined 7. To understand the Euler equation as an intertemporal first order condition for a dynamic choice problem. 8. To learn the basic concepts of economic models such as identities, behavioural equations, exogenous variables, exogenous variables and equilibrium conditions 9. To learn to solve economic models 10. To learn about the role of expectations and uncertainty in macroeconomics 11. To learn about money and its role in the economy 12. To use a set of frameworks such as the IS-LM and IS-LM-PC model to examine the effect of monetary and fiscal policy. 13. To understand and solve labour-leisure choice problems 14. To explain what is a general equilibrium model. 15. To explain what is optimal monetary policy. 16. To explain what is the difference between cash-in-advance constraint and money in the utility function 17. To explain the Friedman rule. 18. To derive and explain the Phillips curve. 19. To understand the drivers of economic growth, chiefly through the lens of the Solow/neoclassical growth model. 20. To learn about the chief distinction between growth through capital accumulation and growth through technological progress.",10 Weekly Problem Sets (20%) Mid term test (30%) Final Exam (50%),"Textbooks / Resources Required Texts Blanchard, Olivier; Macroeconomics ; Eighth edition, Global edition; Pearson, 2021. Other readings will be provided on the course’s Learn site."
Macro and Monetary Economics,ECON326,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON326&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,Derivation of the demand for money. Choice of monetary policy instrument under uncertainty. Analysis of alternative monetary rules in closed and open economies. A Taylor rule in a dynamic model. Term structure of interest rates. Central bank digital currencies. Financial crises.,,The objectives of the course are: 1. To give students a solid grounding in monetary economics 2. To provide a thorough understanding of central bank behaviour 3. To explain the advantages and disadvantages of monetary policy strategies 4. To discuss central bank action in economic crises. 5. To introduce the student to the art of doing independent research.,Research Paper (33%) Final Exam (67%),
Industrial Organisation,ECON329,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON329&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"Imperfectly competitive markets and behaviour of firms. Monopoly models: standard, dominant firm, durable good, natural monopoly, perfectly contestable markets, price discrimination. Oligopoly models: Cournot, Bertrand, product differentiation. Measuring market power, competition policy.",,"The objectives of the course are: 1. Demonstrate an advanced understanding of market power, its definition and sources as well as public policy measures to identify and combat market power (assignments, report and final exam) 2. Demonstrate an advanced ability to analyse different situations where the industry has a monopoly or a dominant firm (Assignment 1, report, final exam) 3. Demonstrate an ability to critically analyse different situations where the industry has a small number of large firms (report, final exam) 4. Demonstrate knowledge of Part 2 and Part 3 the New Zealand Commerce Act 1986 and understanding of how it relates to economic theory (report, final exam).",Forum 1 (2%) Forum 2 (2%) Assignment 1 (10%) Forum 3 (2%) Forum 4 (2%) Assignment 2 (10%) Forum 5 (2%) Term Paper (30%) final Exam (40%),"Textbooks / Resources Recommended reference books: - Church, J. and Ware, R. Industrial Organization: A Strategic Approach. McGraw Hill, 2000. - Carlton, D.W., Modern Industrial Organization. 5th International edition, Pearson, 2014. - Motta, M., Competition Policy – Theory and Practice. Cambridge, 2004. You will likely find Church and Ware the most useful reference. It is available free on-line (Learn has a link to it). There should also be some hard copies available in the bookstore and in the restricted loans library. Carlton is the main reference for one topic in the class. Motta is great if you want to learn more about the interplay between Industrial Organisation and European competition policy."
Financial Economics,ECON331,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON331&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"The economics of finance with applications to asset valuation, corporate finance, and portfolio management.",,,,
Public Economics,ECON335,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON335&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,Economic theories for the role of government in a market economy and the role of economics in the formulation and evaluation of public policy.,,"The objectives of the course are: 1. Students can explain and apply theory, concepts, models or reasoning from their selected subject major to a problem/issue/context. 2. Students can critique concepts, models or reasoning from their selected subject major. 3. Use fundamental economic principles to explain the behaviour of people and organisations. 4. Explain political and regulatory influences on the economy. 5. Students can write a report/essay on a problem/issue/situation/scenario.",Midterm test (40%) Essay (20%) Final exam (40%),"Textbooks / Resources Required Texts Rosen, Harvey S. , Gayer, Ted; Public finance ; Tenth edition; McGraw-Hill Education, 2014. Recommended Reading Cullis, John G. , Jones, Philip R; Public finance and public choice : analytical perspectives ; 3rd ed; Oxford University Press, 2009."
Health Economics Overview,ECON338,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON338&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"An application of microeconomic and empirical tools to the study of health and medical care. The topics covered will include market failures arising from asymmetric information, the demand for and production of health, provision of health insurance, and government involvement in the medical care system.",,The objectives of the course are to teach you how to employ microeconomic theory to understand and analyse health care markets.,Midterm test (40%) Essay (20%) Final exam (40%),"Textbooks / Resources Required Texts Folland, Sherman , Goodman, Allen C., Stano, Miron; The economics of health and health care ; Eight edition; Routledge, 2017."
Development Economics,ECON340,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON340&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"Economics 340 will examine some of the major economic issues faced by individuals and governments in poorer countries, and introduce students to the field of development economics. The course will study the concepts and measurement of development, poverty and growth, and how economists use theory, empirical analysis and experiments to address issues in these areas. Topics surveyed will include poverty and inequality, population growth, urbanization and migration, agriculture and rural development, investments in education and health and the role of women, governance and institutions, credit and insurance, foreign investment and aid, and international trade policy. In the process, students will be exposed to the ongoing debates in development economics.",,,,
International Finance,ECON344,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON344&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course provides an understanding of the fundamental concepts and issues in international finance. It develops a ""tool-kit"" of common approaches and applies it to many real-world examples in international finance. We cover topics such as the foreign exchange markets and exchange rate systems, balance of payments, international arbitrage and interest rate parity, exchange rate determination and forecasting, measuring and managing exchange rate risk, international debt and equity financing, currency derivatives, interest rate and currency swaps, and financial crises.",,,,
The Economics of Risk and Insurance,ECON345,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON345&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course analyses the nature and problem of risk and uncertainty and consumers preferences regarding risk and risk taking. It examines the basic principles of risk and insurance, and the description of the characteristics of main types of insurance, (both life and general). The course includes an introduction to the structure and operation of insurance markets, (both local and international) and the function of insurance firms within the financial system. It covers the general principles of insurance underwriting and pricing, claims management and claims reserving process within the regulatory regime of the insurance industry.",,,,
Economics Cost-Benefit Analysis,ECON346,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON346&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course provides you with the conceptual foundations and practical knowledge you will need to read and understand CBA reports, conduct a CBA, and to be a thoughtful consumer of policy research. An important part of the course is learning different economic methods to calculate and then estimate values of costs and benefits. The course draws on a mixture of economic theory and real-life case studies to examine both the theoretical and practical issues involved in CBA. Students also learn about the method of cultural impact assessment and its relationship to cost-benefit analysis.",,,Assignment (10%) CBA project ex-post analysis (25%) Tutorial discussion participation (15%) Final Exam (50%),
Internship or Consultancy Project,ECON390,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ECON390&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"An internship or consultancy project is an opportunity to experience a professional work environment. Internships or projects taken for credit are usually unpaid. You are expected to develop a good understanding of a sector, market or organisation. The work you submit will show an application of the tools, ideas or concepts of economics. You will be required to reflect critically on the requirements of transitioning from an academic to a work environment and the skills valued in a professional workplace. As these are economics placements, priority is given to economics majors.",,"The aims and objectives of this course are: Demonstrate an understanding of the selected sector, market, organisation or industry. Describe and analyse behaviours and norms as are expected in a professional work environment and reflect critically on these as personal attributes. Analyse their experience and observation using the ideas, tools and concepts of economics or finance.",,Textbooks / Resources Project Dependent
Computer Systems,ENCE260,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ENCE260&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This is an introductory course to computer systems and is a mixture of computer programming in C, computer architecture, and embedded systems.",,,,
Operating Systems,ENCE360,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ENCE360&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course provides an overview of the concept of operating systems. An operating system is the most important system software and manages all the resources of a computer. This course provides a detailed view of operating system functions such as process management, memory management, I/O management, file management and virtualisation. This course also provides information about concepts such as mutual exclusion, and concurrent processes. There is an emphasis on design, implementation, and evaluation of modern operating systems including mobile and real-time operating systems.",,,,
Embedded Systems 1,ENCE361,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=ENCE361&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"Embedded Systems is the study of specialised computer hardware, such as microcontrollers, programmed to perform a series of tasks, typically using a high-level language such as C, and targeted towards dedicated applications.",,"At the conclusion of this course, you should be able to: LO1: Analyse the CPU load, interrupt latency, potential race conditions and data processing latency under various task scheduling kernels and system designs. (WA1, WA2) LO2: Identify and tailor hardware and software interfaces to meet design requirements and constraints of real-time embedded systems on data collection and human-computer interaction. (WA1, WA2, WA3, WA4) LO3: Design and apply low-complexity signal processing methods to realise data buffering, noise attenuation and feature extraction for real-time embedded applications. (WA1, WA2, WA3, WA4) LO4: Identify, locate and fix program bugs through gathering experimental data, interpreting the results and drawing reasoned conclusions with the help of a commercial high-level toolchain. (WA1, WA2, WA3, WA4, WA5) LO5: Design, build and test a practical real-time embedded system over an advanced low-power microcontroller in a team environment, and communicate the design and testing results using written reports. (WA3, WA4, WA5, WA8, WA9)",Project Milestone 1 (3%) Test (20%) Project Milestone 2 (5%) Project Demo (15%) Project Code (10%) Project Report (7%) Final Exam (40%),"Textbooks / Resources Recommended Reading C. Noviello; Mastering STM32 ; 2nd; 2024. J. Yiu; The Definitive Guide to ARM Cortex-M0 and Cortex-M0+ Processors ; 2nd Edition; Elsevier Science & Technology, 2015. Lacamera, Daniele; Embedded systems architecture : explore architectural concepts, pragmatic design patterns, and best practices to produce robust system ; Packt, 2018. P. Warden and D. Situnayake; TinyML: Machine Learning with TensorFlowLite on Arduino and Ultra-Low-Power Microcontrollers ; O'Reilly, 2020. Simon, David E; An embedded software primer ; Addison Wesley, 1999. White, Elecia; Making embedded systems : design patterns for great software ; O'Reilly Media, 2012."
Personal Finance,FINC101,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=FINC101&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"Personal financial literacy and decision making, including consumption and investment, debt, insurance, retirement and estate planning.",,,Weekly assessments (Learn) (50%) Quiz 1 (Learn) (5%) Test 1(in-person) (20%) Quiz 2 (Learn) (5%) Test 2 (in-person) (20%),
Business Finance,FINC201,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=FINC201&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,The core principles of the financial management of business firms.,,"At the end of the course, you should be able to: 1. Explain the concept of the time value of money and apply time value of money principles in the valuation of financial securities. 2. Understand capital budgeting issues, including the application of various project evaluation techniques. 3. Understand risk and accurately estimate the weighted average cost of capital. 4. Explain issues related to capital structure and payout policies.",Final Exam (55%) Quizzes (10%) Term test (35%),"Textbooks / Resources The recommended course textbook is: Brealey, Richard A., Myers, Stewart C., Marcus, Alan J; Fundamentals of corporate finance; 11th ed.; McGraw Hill. https://www.mheducation.com/highered/product/Fundamentals-of-Corporate-Finance-Brealey.html Calculators It is recommended that you have a calculator that does financial functions. If you have any intention of studying finance, a financial calculator would be a worthwhile investment. The recommended calculators are: (1) Texas Instruments, BAII- PLUS. It is available from www.fishpond.co.nz (2) Hewlett Packard HP10-bII. These are sometimes available on TradeMe and at UC bookshop. If you do not own or do not wish to purchase a financial calculator, a scientific calculator is sufficient, although a financial calculator will save you time. You must get your calculator(s) approved (a ‘UC approved’ sticker will be attached to the calculator) for use in Commerce tests and examinations. For examinations which require a ""UC Stickered"" Calculator: checks take place from the Information Desk (Te Pātaka, Puaka - James Hight, Level 2) on a drop-in basis Monday to Friday, between the hours of 8.30am and 4.30pm Monday to Friday."
"Financial Markets, Institutions and Instruments",FINC203,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=FINC203&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"Description and analysis of the financial system, focusing on financial markets (domestic and international), financial asset trading mechanisms, market efficiency, institutions (intermediaries) and instruments (stocks, bonds, hybrid securities including derivatives).",,"The objectives of the course are: 1. Demonstrate understanding of the role of the financial system in the economy 2. Demonstrate understanding of the function and services of financial institutions 3. Demonstrate understanding of the characteristics of money market and capital market, and how securities are traded in financial markets 4. Explain how interest rates are determined and the relationship between interest rates and the term to maturity of a financial instrument 5. Explain how to calculate the value of a bond 6. Value a share with dividend valuation model 7. Demonstrate understanding of the characteristics and uses of derivatives such as futures and options 8. Demonstrate understanding of the role of reserve banks 9. Demonstrate understanding of how foreign exchange markets operate and facilitate international trade 10.Discuss the reasons that banks are regulated",Final exam (45%) Quizzes (15%) Term test (40%),"Textbooks / Resources Required Texts Kidwell, David S; Financial markets, institutions and money ; Fifth edition; John Wiley and Sons Australia, Ltd, 2025."
Corporate Finance Theory and Policy,FINC301,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=FINC301&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,The theoretical principles of corporate finance and their applications to business policy.,,"This course is designed to give students an in-depth understanding of the theory and practice of corporate finance. The principal contention of the course is that managers should maximise firm value. To do this, managers make investment decisions by allocating resources to ""good"" projects. Managers also make financing decisions by choosing the ""appropriate mix"" of debt and equity and investment the ""right amount"" back into operations. Students will learn how to choose ""good"" projects and how to finance these projects. The emphasis will be on the ""why"" more than the ""how"" in understanding finance. This will prepare them to be a financial manager of a firm that will maximise firm value.",Assignment 1 (10%) Assignment 2 (10%) Final Exam (50%) Term Test (30%),"Textbooks / Resources Required Texts Ross, Stephen A. et al; Corporate finance ; Eleventh edition; Published by McGraw-Hill Education, 2016."
Financial Modelling,FINC305,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=FINC305&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,The main purpose of this course is to combine a deeper understanding of selected topics in corporate finance and portfolio models with spreadsheet skills at an appropriate level for financial analysts. This course makes extensive use of EXCEL.,,"The objectives of the course are: 1. to be able to conduct basic financial calculations using EXCEL 2. to be able to apply various valuation methods to corporations 3. to be able to calculate the cost of capital for a corporation 4. to be able to build pro forma financial statements 5. to be able to model and derive free cash flows from the consolidated statement of cash flows 6. to be able to apply basic mechanics of portfolio calculations 7. to be able to apply spreadsheet methodology to measuring Value at Risk 8. to get a basic understanding of VBA (Visual Basic for Applications) in finance 9. to be able to apply modelling techniques to finance, including sensitivity analysis, goal seeking, solver, optimization and Monte Carlo simulations 10. to be able to effectively present a problem/issue/situation/scenario",Assignment 1 (5%) Assignment 2 (5%) Lab Test (30%) Lab Test 2 (30%) Final exam (30%),"Textbooks / Resources Required Texts Benninga, Simon , Mofkadi, Tal; Financial modeling ; Fifth Edition; MIT Press, 2022. Recommended Reading Black, Ken; Australasian business statistics ; 2nd Australian ed; John Wiley & Sons Australia, 2010. Triola, Mario F; Elementary statistics using Excel ; 4th ed; Pearson Addision-Wesley, 2010."
